Symbol	Adj Multiple	Date	Open	Adj Open	Forward Lag  1	Prediction	Choice	Sim	Trade Amount	
ALYE	0.2	2005-01-11	0.7	3.5	-0.1428571429	0.0974907764	1	1888337.83253734	388779.553757689	
XPLR	0.0025	2005-01-12	170	68000	0.0681818182	0.8744352057	1	1914067.89389013	377667.566507469	
XPLR	0.0025	2005-01-13	176	70400	0	0.6178834532	1	1914047.89389013	382813.578778025	
XPLR	0.0025	2005-01-14	188	75200	0.0638297872	23.9349399581	1	1938462.54785468	382809.578778025	
SMED	1	2005-01-18	1.01	1.01	0	0.1323057291	1	1938442.54785468	387692.509570936	
LWLG	1	2005-01-17	1	1	-0.25	0.021082446	1	1841500.42046195	387688.509570936	
ABAT	1	2005-01-19	0.41	0.41	0.6	0.4343499156	1	2062460.47091738	368300.084092389	
HIPP	1	2005-01-21	0.3	0.3	0.6666666667	0.0844515287	1	2337435.20037303	412492.094183476	
LWLG	1	2005-01-20	1	1	0.04	0.0239301369	1	2356114.68197602	467487.040074606	
AIRI	0.0021385518	2005-01-24	59.95	28032.99	0	0.1303316926	1	2356094.68197602	471222.936395203	
DPDW	0.0008333333	2005-01-25	78	93600	-0.1224489796	0.3216268295	1	2298374.40405007	471218.936395203	
DPDW	0.0008333333	2005-01-26	58.8	70560	0.511627907	0.1661118355	1	2533536.90120869	459674.880810015	
HIPP	1	2005-01-27	0.3	0.3	0	0.1093521642	1	2533516.90120868	506707.380241737	
ALYE	0.2	2005-01-28	0.65	3.25	0	0.1403652915	1	2533496.90120869	506703.380241737	
HIPP	1	2005-01-31	0.65	0.65	-0.125	0.3571239984	1	2470139.47867847	506699.380241737	
HIPP	1	2005-02-01	0.4	0.4	0.0571428571	0.1014637319	1	2498349.64414908	494027.895735694	
HIPP	1	2005-02-02	0.35	0.35	0.2972972973	0.1724226103	1	2646880.16353092	499669.928829816	
FLL	1	2005-02-03	0.7	0.7	0.0666666667	0.094545079	1	2682151.89904466	529376.032706183	
IEC	1	2005-02-04	0.69	0.69	-0.0769230769	0.0575076821	1	2640868.02367474	536430.379808932	
ALYE	0.2	2005-02-07	0.65	3.25	0	0.0536784339	1	2640848.02367474	528173.604734949	
AIRI	0.0021386236	2005-02-08	49.96	23360.82	0	0.1423557186	1	2640828.02367474	528169.604734949	
TGC	1	2005-02-09	0.23	0.23	0.0526315789	0.0518556247	1	2668606.21339764	528165.604734949	
LWLG	1	2005-02-10	0.75	0.75	0	0.0525641882	1	2668586.21339764	533721.242679527	
AIRI	0.0021386236	2005-02-11	49.96	23360.82	0	0.1013798008	1	2668566.21339764	533717.242679527	
NTIP	1.0619469027	2005-02-14	1.26	1.1865	-0.0156331331	0.0586138844	1	2660202.60321991	533713.242679527	
FLL	1	2005-02-15	0.9	0.9	-0.1559139785	0.4248570108	1	2577230.04892596	532040.520643982	
SMED	1	2005-02-16	0.62	0.62	0.3066666667	0.093370962	1	2735280.15859341	515446.009785191	
PED	0.0029724872	2005-02-17	0.45	151.388372093	0.05	0.0635747429	1	2762612.96017935	547056.031718683	
AOLS	1	2005-02-18	0.85	0.85	0.1609195402	0.0576190393	1	2851504.64165639	552522.59203587	
FLL	1	2005-02-22	1.85	1.85	0.3065326633	0.1046365998	1	3026300.50410969	570300.928331277	
SMED	1	2005-02-23	0.98	0.98	-0.3367346939	0.5591307664	1	2822468.42934312	605260.100821938	
FLL	1	2005-02-24	2.6	2.6	0.1830357143	0.0949063782	1	2925770.93434586	564493.685868624	
ACFN	1.0365853659	2005-02-28	0.8	0.7717647059	0.0379631696	0.2505993701	1	2947965.2420092	585154.186869172	
ALYE	0.2	2005-03-01	0.6	3	0	0.0589891375	1	2947945.2420092	589593.04840184	
FRD	1.5976821192	2005-03-02	10.1	6.3216580311	0.0359949099	0.1852494267	1	2969147.44671094	589589.04840184	
CRLRF	1	2005-03-04	0.26	0.26	-0.2	0.1463216043	1	2850361.5488425	593829.489342188	
LWLG	1	2005-03-03	1.1	1.1	-0.4545454545	-0.016656489	0	2850361.5488425	570072.309768501	
CRLRF	1	2005-03-07	0.25	0.25	0	0.1717421804	1	2850341.5488425	570072.309768501	
LWLG	1	2005-03-09	1.09	1.09	0.375	0.2158859832	1	3064097.16500569	570068.309768501	
LTBR	0.0333333333	2005-03-10	3	90	-0.1	0.1035083333	1	3002795.22170558	612819.433001138	
CTHR	1.2828402367	2005-03-11	10.7	8.3408671587	-0.0091218366	0.388444176	1	2997297.02022667	600559.044341116	
BSQR	0.25	2005-03-14	0.59	2.36	-0.0181818182	0.2162561329	1	2986377.75833494	599459.404045335	
ARIS	1	2005-03-15	2.8	2.8	0	0.0811274529	1	2986357.75833494	597275.551666988	
DYSL	1	2005-03-16	0.74	0.74	-0.0972222222	0.3199926396	1	2928269.69081176	597271.551666988	
GSI	1	2005-03-17	1	1	0	0.0601697855	1	2928249.69081176	585653.938162352	
DRL	0.0026071319	2005-03-18	26.4	10126.0699534884	0.0487056081	0.3523182226	1	2956754.12720194	585649.938162352	
CRLRF	1	2005-03-21	0.24	0.24	0.0869565217	0.0457383166	1	3008155.9381098	591350.825440388	
CCNI	5	2005-03-22	0.9	0.18	0	0.0646566673	1	3008135.9381098	601631.18762196	
LWLG	1	2005-03-23	2.4	2.4	0	0.0877960163	1	3008115.9381098	601627.18762196	
HIPP	1	2005-03-24	0.35	0.35	0	0.0525981951	1	3008095.9381098	601623.18762196	
COPY	1	2005-03-28	0.65	0.65	-0.0298507463	0.1168164476	1	2990117.15638974	601619.18762196	
DRL	0.0026071311	2005-03-29	22.14	8492.0929509713	0.0172574395	0.0992850441	1	3000417.50954598	598023.431277948	
HIPP	1	2005-03-30	0.36	0.36	-0.1219512195	0.0844376167	1	2927216.59467901	600083.501909197	
ABAT	1	2005-03-31	0.55	0.55	0.0909090909	0.1480932501	1	2980418.71458226	585443.318935802	
AXGN	1.1875	2005-04-01	2.1	1.7684210526	0	0.0877220054	1	2980398.71458226	596083.742916453	
ABAT	1	2005-04-04	0.6	0.6	-0.2028985507	0.0542679721	1	2859434.9986282	596079.742916453	
PDO	1.8742138365	2005-04-05	2.5	1.3338926174	-0.0063291139	0.0788934435	1	2855795.46065525	571886.99972564	
ABAT	1	2005-04-06	1.65	1.65	-0.0133333333	0.4247826655	1	2848160.00609351	571159.092131051	
HSKA	0.1029224905	2005-04-07	0.82	7.9671604938	-0.0250017649	0.0748467607	1	2833898.20073548	569632.001218701	
ABAT	1	2005-04-08	1.48	1.48	-0.0168539326	0.1280848586	1	2824325.7348903	566779.640147095	
ZTHO	1	2005-04-11	0.57	0.57	0.22	0.0597719687	1	2948576.06722547	564865.14697806	
ABAT	1	2005-04-12	1.75	1.75	-0.0864864865	0.4336038433	1	2897553.67038698	589715.213445095	
DYSL	1	2005-04-13	0.6	0.6	-0.1176470588	0.0810074156	1	2829355.93696611	579510.734077396	
ABAT	1	2005-04-14	1.69	1.69	-0.1157894737	0.0853968067	1	2763814.01000479	565871.187393222	
TBUFF	1	2005-04-15	1.53	1.53	-0.0333333333	0.0864366527	1	2745368.58327142	552762.802000958	
IFNY	1	2005-04-18	8.55	8.55	0.02125	0.1790825088	1	2757016.39975033	549073.716654285	
DPDW	0.05	2005-04-19	13	260	0	0.2525553337	1	2756996.39975033	551403.279950065	
DPDW	0.05	2005-04-20	35	700	0	1.2901046625	1	2756976.39975033	551399.279950065	
BLUSF	0.0333362196	2005-04-21	7.6	227.9802597403	-0.0296775327	0.119310831	1	2740592.34830021	551395.279950065	
RBPAA	1.2553551297	2005-04-22	22.79	18.1542254154	0.0119900971	0.0683376439	1	2747144.34197186	548118.469660043	
NHLD	1	2005-04-26	1.25	1.25	0	0.0444198121	1	2747124.34197186	549428.868394373	
DPDW	0.0499937508	2005-04-27	30	600.075	0	0.3248808276	1	2747104.34197186	549424.868394373	
DPDW	0.0499937508	2005-04-28	16	320.04	-0.5625546807	0.0749245867	1	2438005.06080162	549420.868394373	
BSDM	1	2005-04-29	2.48	2.48	0.03187251	0.1190464773	1	2453526.12891829	487601.012160325	
FMD	0.156846931	2005-05-02	39	248.650067659	0.063311326	0.0987237572	1	2484573.32742649	490705.225783658	
DPDW	0.05	2005-05-03	15	300	0	0.1079602162	1	2484553.32742649	496914.665485297	
LWLG	1	2005-05-04	2.5	2.5	-0.0769230769	0.3276426734	1	2446309.43008146	496910.665485297	
NROM	1	2005-05-05	0.65	0.65	0	0.0619147586	1	2446289.43008146	489261.886016293	
LTBR	0.0333333333	2005-05-06	5.25	157.5	0.1428571429	0.0933930692	1	2516163.41379808	489257.886016293	
COPY	1	2005-05-09	0.5	0.5	0.0392156863	0.2273780707	1	2535878.02880826	503232.682759615	
DPDW	0.05	2005-05-10	16.2	324	0.1883541295	0.0930146886	1	2631386.64855065	507175.605761651	
LRAD	1	2005-05-11	6.45	6.45	0.0355871886	0.2803821724	1	2650095.37914531	526277.32971013	
HEB	1	2005-05-12	1.43	1.43	0.0272108844	0.0614798915	1	2664497.66692298	530019.075829063	
LTBR	0.0333333333	2005-05-13	4.5	135	-0.125	0.1376445012	1	2597865.2252499	532899.533384595	
LTBR	0.0333333333	2005-05-16	4.8	144	0	0.1611248934	1	2597845.2252499	519573.04504998	
IMSC	1	2005-05-17	3.32	3.32	0.0854092527	0.071472903	1	2642201.22909759	519569.04504998	
RNE	1.777124183	2005-05-18	26.89	15.1311879367	-0.0020439512	0.1080555495	1	2641101.12303553	528440.245819517	
CCNI	5	2005-05-20	0.8	0.16	0	0.0495597216	1	2641081.12303553	528220.224607106	
LTBR	0.0333333333	2005-05-23	4.17	125.1	-0.1111111111	0.091804048	1	2582370.43141252	528216.224607106	
ENG	1	2005-05-24	2.74	2.74	-0.0298507463	0.1199201543	1	2566933.29450856	516474.086282504	
AOLS	1	2005-05-25	0.84	0.84	0	0.0457936334	1	2566913.29450856	513386.658901713	
XPLR	0.0025	2005-05-26	200	80000	0	0.0762073376	1	2566893.29450856	513382.658901713	
AIRI	0.0021387301	2005-05-27	39.97	18688.66	0	0.0667258997	1	2566873.29450856	513378.658901713	
IMSC	1	2005-05-31	2.91	2.91	0.0106382979	0.0423779375	1	2572314.72705007	513374.658901713	
BSQR	0.25	2005-06-01	0.5	2	-0.0192307692	0.0671409006	1	2562401.20886911	514462.945410015	
ERB	1	2005-06-02	4.32	4.32	-0.0024509804	0.0749592552	1	2561125.12984516	512480.241773822	
CMXI	1	2005-06-03	4.5	4.5	0	0.0522853242	1	2561105.12984516	512225.025969031	
ROYL	1.0134952767	2005-06-06	5.75	5.6734354194	-0.1033114499	0.1837390745	1	2508166.83298952	512221.025969031	
HIPP	1	2005-06-07	0.34	0.34	0.1071428571	0.0565963411	1	2561893.26512501	501633.366597903	
ENZN	3.9310344828	2005-06-08	5.86	1.4907017544	0.0283753399	0.0522818594	1	2576412.18358586	512378.653025001	
HEB	1	2005-06-09	1.68	1.68	0.0265957447	0.0378800873	1	2590096.50371131	515282.436717171	
NSFDF	1	2005-06-10	0.7	0.7	0.0714285714	0.0358421482	1	2627077.88233576	518019.300742262	
DYSL	1	2005-06-13	0.65	0.65	0	0.1486083632	1	2627057.88233576	525415.576467152	
NSFDF	1	2005-06-14	0.75	0.75	0.0571428571	0.0593335781	1	2657061.40099102	525411.576467152	
AIRI	0.0021387301	2005-06-15	39.97	18688.66	0	0.0554261114	1	2657041.40099102	531412.280198205	
ROYL	1.0135790495	2005-06-16	10.98	10.8328995215	-0.0560653259	0.0428302814	1	2627227.82257169	531408.280198205	
ABCP	2.9565217391	2005-06-17	0.68	0.23	0	0.0876506617	1	2627207.82257169	525445.564514338	
ZTHO	1	2005-06-20	0.79	0.79	0.358490566	0.503501853	1	2815553.66645419	525441.564514338	
OPXA	0.025	2005-06-21	2.75	110	-0.037037037	0.144112904	1	2794677.71336934	563110.733290838	
PNTR	0.01	2005-06-22	0.13	13	0.0833333333	0.0738967949	1	2841235.67525883	558935.542673869	
OPXA	0.025	2005-06-23	2.6	104	0	0.0705976331	1	2841215.67525883	568247.135051766	
ADAT	0.5	2005-06-24	2.48	4.96	0	0.0311134902	1	2841195.67525883	568243.135051766	
OPXA	0.025	2005-06-27	2.75	110	-0.0188679245	0.1418560022	1	2830454.18214465	568239.135051766	
ZTHO	1	2005-06-28	1.17	1.17	0.2016129032	0.111568546	1	2944565.39916661	566090.83642893	
IDSA	1.5193370166	2005-06-29	5.88	3.8701090909	-0.1024873144	0.0814489862	1	2884189.27919664	588913.079833322	
JOEZ	1	2005-06-30	2.17	2.17	0.0325581395	0.130571789	1	2902950.04659606	576837.855839327	
JOEZ	1	2005-07-01	2.15	2.15	0.0225225225	0.1905313247	1	2916006.3981573	580590.009319212	
DRL	0.0025752076	2005-07-05	16.54	6422.7831761194	-0.0143276675	0.0544395268	1	2907630.48414997	583201.27963146	
INOD	1	2005-07-06	3.01	3.01	-0.0394736842	0.1035065549	1	2884655.50664352	581526.096829994	
IMSC	1	2005-07-07	4.09	4.09	-0.0322580645	0.0687112385	1	2866024.8259555	576931.101328705	
JOEZ	1	2005-07-08	2.33	2.33	0.1191489362	0.0468007583	1	2934301.5877655	573204.9651911	
CRLRF	1	2005-07-11	0.15	0.15	0	0.109035655	1	2934281.5877655	586860.317553101	
LTBR	0.0333333333	2005-07-12	5.85	175.5	0.1428571429	0.0450556007	1	3018098.2045588	586856.317553101	
PDO	1.8738738739	2005-07-13	4.2	2.2413461538	-0.0103343465	0.0491904802	1	3011840.19003266	603619.640911761	
LWLG	1	2005-07-18	3.05	3.05	-0.0508474576	0.056187244	1	2981191.3067442	602368.038006533	
XPLR	0.0025	2005-07-15	314.8	125920	0.038961039	-0.0030381233	0	2981191.3067442	596238.261348839	
UPI	1	2005-07-19	5.25	5.25	-0.05	0.1586747422	1	2951359.39367675	596238.261348839	
ENMD	0.0909090909	2005-07-20	2.73	30.03	-0.0456026059	0.0765344045	1	2924421.45783866	590271.878735351	
DYSL	1	2005-07-21	0.67	0.67	0.1016949153	0.0467744359	1	2983881.21630318	584884.291567732	
UPI	1	2005-07-22	2.7	2.7	0.0260586319	0.1355735914	1	2999412.38876599	596776.243260635	
NSFDF	1	2005-07-25	0.9	0.9	-0.1176470588	0.0555215795	1	2928817.97961856	599882.477753199	
ZTHO	1	2005-07-26	1.01	1.01	-0.0849056604	0.0475659102	1	2879063.33468164	585763.595923712	
BVX	1	2005-07-27	1.99	1.99	0.0158730159	0.2194388719	1	2888183.2182838	575812.666936328	
GSB	1.0769230769	2005-07-28	0.47	0.4364285714	0.3380254154	0.0772418405	1	3083419.084732	577636.643656761	
IIN	1	2005-07-29	4.85	4.85	-0.0169491525	0.4243036351	1	3072946.81664816	616683.8169464	
IIN	1	2005-08-01	5.9	5.9	-0.0362068966	0.0996687259	1	3050674.4431483	614589.363329633	
GSB	1.071942446	2005-08-02	0.84	0.7836241611	-0.1363552515	0.7144558729	1	2967459.34698275	610134.88862966	
AIRI	0.0021386236	2005-08-03	74.94	35041.23	0	0.6236804432	1	2967439.34698275	593491.86939655	
AIRI	0.0021386236	2005-08-05	74.94	35041.23	0	0.1298117916	1	2967419.34698275	593487.86939655	
IIN	1	2005-08-08	6.82	6.82	0.013559322	0.1245106201	1	2975446.58588982	593483.86939655	
AIRI	0.0021386236	2005-08-09	74.94	35041.23	0	0.1418248022	1	2975426.58588982	595089.317177964	
HDY	0.125	2005-08-10	1.03	8.24	0.0576923077	0.0784115037	1	3009738.43111163	595085.317177965	
GSB	1.0714285714	2005-08-11	1	0.9333333333	0	0.0787173579	1	3009718.43111163	601947.686222326	
AIRI	0.0021386236	2005-08-12	74.94	35041.23	0	0.2490503487	1	3009698.43111163	601943.686222326	
ADXS	0.008	2005-08-16	0.16	20	0.3157894737	0.1227567262	1	3199764.64781341	601939.686222326	
ADXS	0.008	2005-08-17	0.19	23.75	-0.2	0.1333261287	1	3071754.06190088	639952.929562683	
NTN	1	2005-08-18	1.75	1.75	-0.0229885057	0.041969807	1	3057611.05471972	614350.812380176	
ACFN	1.0392156863	2005-08-19	1.35	1.2990566038	0.239451553	0.071037551	1	3204020.9978545	611522.210943945	
CCNI	1	2005-08-22	1.6	1.6	-0.1363636364	1.2106346843	1	3116618.60700392	640804.1995709	
CCNI	1	2005-08-23	1.1	1.1	0	0.6593152138	1	3116598.60700392	623323.721400784	
PNTR	1	2005-08-24	6.5	6.5	-0.0506329114	0.1514200001	1	3085018.1147811	623319.721400784	
SMTX	1	2005-08-25	2.35	2.35	0.2995594714	0.1762123974	1	3269827.39390455	617003.622956219	
AIRI	0.0021385018	2005-08-26	34.97	16352.57	0	0.3104031037	1	3269807.39390455	653965.478780909	
SMTX	1	2005-08-29	2.95	2.95	-0.0459770115	0.100720942	1	3239720.19947784	653961.478780909	
HIPP	1	2005-08-30	0.35	0.35	0	0.3505881301	1	3239700.19947784	647944.039895568	
NSFDF	1	2005-08-31	0.8	0.8	-0.1379310345	0.0910723333	1	3150309.15949224	647940.039895568	
ADXS	0.008	2005-09-01	0.22	27.5	0.0363636364	0.099779924	1	3173200.498834	630061.831898448	
AXGN	1.1888888889	2005-09-02	1.07	0.9	0	0.0658251112	1	3173180.498834	634640.099766801	
CPAH	0.2	2005-09-06	2.7	13.5	-0.0980392157	0.9220867552	1	3110941.27336667	634636.099766801	
BSDM	1	2005-09-07	7.32	7.32	-0.0448717949	0.1191827286	1	3083002.56963133	622188.254673334	
NSFDF	1	2005-09-08	0.95	0.95	-0.0186915888	0.0603336319	1	3071457.32638037	616600.513926266	
ALYE	0.2	2005-09-09	0.75	3.75	0	0.0597421991	1	3071437.32638037	614291.465276074	
CMXI	1	2005-09-12	4.05	4.05	0.4852071006	0.0721873353	1	3369473.96633681	614287.465276074	
CMXI	1	2005-09-13	1.69	1.69	0.2151394422	1.4140160382	1	3514435.31628277	673894.793267362	
BSDM	1	2005-09-14	5.25	5.25	0.0226804124	0.2377103733	1	3530357.08472777	702887.063256555	
BSDM	1	2005-09-15	4.85	4.85	-0.0866935484	0.0784359732	1	3469125.24817805	706071.416945554	
AXGN	1.1904761905	2005-09-16	0.75	0.63	-0.0588235294	0.1063722456	1	3428292.00996419	693825.049635611	
CMXI	1	2005-09-19	2.75	2.75	-0.0612244898	0.2473281235	1	3386292.9241279	685658.401992839	
CMXI	1	2005-09-21	2.3	2.3	0.0826086957	0.1754026211	1	3442220.37243958	677258.584825579	
CMXI	1	2005-09-23	2.49	2.49	0.1082251082	0.1391964746	1	3516707.30690796	688444.074487915	
HIPP	1	2005-09-26	0.36	0.36	0.2	0.270013769	1	3657355.59918428	703341.461381593	
GSB	1.0698689956	2005-09-27	1.99	1.8600408163	0.1232	0.1158847353	1	3747452.84114818	731471.119836857	
AXGN	1.1935483871	2005-09-28	0.74	0.62	0	0.2447485799	1	3747432.84114818	749490.568229637	
HIPP	1	2005-09-29	0.32	0.32	0	0.0830631994	1	3747412.84114818	749486.568229637	
CBMX	0.01	2005-09-30	1.68	168	-0.012195122	0.1363141566	1	3738252.80982831	749482.568229637	
PPRO	0.125	2005-10-03	2.71	21.68	0	0.0814873793	1	3738232.80982831	747650.561965662	
SYNM	0.1	2005-10-04	9.49	94.9	-0.0496613995	0.1885241715	1	3701083.63519345	747646.561965662	
SYNM	0.1	2005-10-05	8.86	88.6	-0.0237529691	0.0910487989	1	3683481.29013314	740216.727038689	
CCNI	1	2005-10-07	4.1	4.1	-0.17	0.1784006933	1	3558222.92626862	736696.258026629	
ALYE	0.2	2005-10-10	0.75	3.75	0	0.0624492578	1	3558202.92626862	711644.585253724	
FPP	1	2005-10-11	8.99	8.99	-0.0462311558	0.0586550882	1	3525282.95951317	711640.585253724	
GSB	1.0676691729	2005-10-12	1.9	1.7795774648	-0.1404546556	0.2028188951	1	3426234.47873576	705056.591902634	
AXGN	1.186440678	2005-10-14	0.7	0.59	-0.0813397129	0.0794143825	1	3370476.69295728	685246.895747152	
ALYE	0.2	2005-10-17	0.75	3.75	0	0.0777882195	1	3370456.69295728	674095.338591457	
DSNY	1	2005-10-18	0.15	0.15	0.0625	0.2180553278	1	3412567.40161925	674091.338591457	
ABCP	2.9090909091	2005-10-19	0.64	0.22	0	0.0608927765	1	3412547.40161925	682513.48032385	
CCNI	1	2005-10-20	4.5	4.5	-0.0111111111	0.1312072771	1	3404943.96294899	682509.48032385	
CCNI	1	2005-10-21	4.5	4.5	0.0337078652	0.290769548	1	3427878.64135089	680988.792589797	
CCNI	1	2005-10-24	4.45	4.45	0.0108695652	0.04903084	1	3435310.55144078	685575.728270178	
ISIG	1.4210526316	2005-10-25	0.28	0.197037037	1.0675925926	0.0463256004	1	4168792.97103545	687062.110288156	
APGI	1	2005-10-26	0.23	0.23	0	0.0792155387	1	4168772.97103545	833758.594207091	
AXGN	1.2	2005-10-27	0.6	0.5	0.2711864407	0.1265549988	1	4394855.91183738	833754.594207091	
OPXA	0.025	2005-10-28	0.77	30.8	0.1	0.144009662	1	4482733.03007412	878971.182367475	
ACFN	1.0367647059	2005-10-31	1.55	1.495035461	0.117181118	0.0587618775	1	4587771.36369119	896546.606014825	
DDXS	1	2005-11-01	13.25	13.25	-0.0447761194	0.0902793645	1	4546666.84401634	917554.272738238	
NSFDF	1	2005-11-02	0.85	0.85	0	0.0841728318	1	4546646.84401634	909333.368803268	
AMNF	19	2005-11-03	2.75	0.1447368421	-0.0175438596	0.1517467181	1	4530673.69719523	909329.368803269	
AXGN	1.2	2005-11-04	0.6	0.5	-0.0262515263	0.2424767813	1	4506866.27729543	906134.739439047	
AXGN	1.1904761905	2005-11-07	0.6	0.504	0.1206896552	0.142862761	1	4615632.70467842	901373.255459086	
IDSA	1.5194805195	2005-11-08	3.59	2.3626495726	-0.059703058	0.2601274066	1	4560499.2272729	923126.540935685	
RELV	1.1539351852	2005-11-09	10.95	9.4892678034	0.0825273159	0.1744426162	1	4635752.37937337	912099.845454579	
AXGN	1.1818181818	2005-11-10	0.65	0.55	-0.2368421053	0.1860280037	1	4416144.10877147	927150.475874674	
PRPH	1	2005-11-11	14.36	14.36	-0.0554794521	0.0553962351	1	4367123.05770154	883228.821754295	
AXGN	1.2	2005-11-14	0.58	0.4833333333	0.06	0.07157944	1	4419508.53439396	873424.611540309	
AIRI	0.0021387052	2005-11-15	59.95	28030.9789744567	-0.0681445987	0.6912236356	1	4359255.4072754	883901.706878792	
IFON	0.8333333333	2005-11-16	9.7	11.64	-0.0462145166	0.1465430885	1	4318943.23099409	871851.08145508	
ZIPR	1	2005-11-17	8.13	8.13	0.0120772947	0.1092187062	1	4329355.46102064	863788.646198818	
OPXA	0.025	2005-11-18	0.72	28.8	0.0769230769	0.0475643787	1	4395940.92965173	865871.092204129	
CRDS	0.25	2005-11-22	1	4	0.1216216216	0.0770043468	1	4502849.22253515	879188.185930346	
IEC	1	2005-11-23	0.46	0.46	-0.1818181818	0.1140891781	1	4339089.2508066	900569.84450703	
AIRI	0.0026711406	2005-11-25	160	59899.504	-0.3400000073	0.1584388886	1	4044011.17542279	867817.85016132	
PED	0.0029724123	2005-11-30	0.75	252.3203125	0.0103092784	0.0818405499	1	4052329.34279479	808802.235084557	
ACPW	0.2	2005-12-01	3.48	17.4	-0.0141643059	0.1022652133	1	4040829.65627129	810465.868558958	
LTBR	0.0333333333	2005-12-02	4.65	139.5	0.2142857143	0.0349672393	1	4213988.07011149	808165.931254259	
CCNI	1	2005-12-05	6.93	6.93	-0.0760736196	0.0642939473	1	4149853.40499568	842797.614022298	
AIRI	0.0026711406	2005-12-06	240	89849.2566371682	-0.0909091568	0.2006645547	1	4074381.47020919	829970.680999137	
APPY	0.0333333333	2005-12-07	0.9	27	0	0.0580305553	1	4074361.47020919	814876.294041838	
IDN	1	2005-12-09	3.95	3.95	0	0.6566201004	1	4074341.47020919	814872.294041838	
AIRI	0.0026711404	2005-12-12	168	62894.4845454546	0	0.0815182119	1	4074321.47020919	814868.294041838	
APGI	1	2005-12-13	0.15	0.15	0.3333333333	0.0599470828	1	4345922.90155647	814864.294041838	
HIPP	1	2005-12-14	0.29	0.29	0	0.0724957728	1	4345902.90155647	869184.580311294	
ADXS	0.008	2005-12-15	0.22	27.5	0.0230654762	0.0373507958	1	4365930.96553687	869180.580311294	
MCZ	1	2005-12-16	0.7	0.7	0	1.3139781133	1	4365910.96553687	873186.193107373	
ECTE	0.01	2005-12-19	0.52	52	0.0196078431	0.0568593602	1	4383012.18500956	873182.193107373	
VASO	1	2005-12-20	0.39	0.39	0.0384615385	0.0599983154	1	4416707.66335579	876602.437001912	
VASO	1	2005-12-21	0.26	0.26	0.1111111111	0.1093074681	1	4514836.72254147	883341.532671157	
DPDW	0.05	2005-12-22	12	240	0	0.126384046	1	4514816.72254147	902967.344508294	
APGI	1	2005-12-23	0.16	0.16	0	0.0786129365	1	4514796.72254147	902963.344508294	
CEMI	0.125	2005-12-27	0.45	3.6	0.1290322581	0.1067178907	1	4631287.60570383	902959.344508294	
LRAD	1	2005-12-28	3.27	3.27	0.1393188854	13.8649810343	1	4760312.77118784	926257.521140766	
NSFDF	1	2005-12-29	1.45	1.45	0.037037037	0.1324757992	1	4795554.34727071	952062.554237568	
IEC	1	2005-12-30	0.57	0.57	0	0.0510467458	1	4795534.34727071	959110.869454142	
NSFDF	1	2006-01-06	1.5	1.5	-0.0206896552	0.2811875955	1	4775670.75686821	959106.869454142	
ALYE	0.2	2006-01-09	0.5	2.5	0	0.0797263549	1	4775650.75686821	955134.151373642	
NSFDF	1	2006-01-10	1.42	1.42	-0.0506329114	0.1045784099	1	4727269.7365455	955130.151373642	
AXGN	1.2	2006-01-11	0.6	0.5	0.0377358491	0.0771267971	1	4762927.24399112	945453.947309099	
DSNY	1	2006-01-12	0.17	0.17	-0.0526315789	0.064021601	1	4712771.16773858	952585.448798224	
EMAN	0.1028667791	2006-01-13	0.64	6.2216393443	0.0331193357	0.0576523478	1	4743967.93783362	942554.233547717	
IVAN	0.3333333333	2006-01-17	1.7	5.1	0.3255813953	0.0532536887	1	5052857.47797162	948793.587566724	
